date,open,high,low,close
2025-04-07 07:05:00,3024.69995,3026.57007,3018.28003,3018.28003
2025-04-07 07:10:00,3018.31006,3020.52002,3013.3999,3014.43994
2025-04-07 07:15:00,3014.30005,3023.98999,3013.8501,3015.76001
2025-04-07 07:20:00,3015.73999,3027.37988,3015.73999,3025.76001
2025-04-07 07:25:00,3025.72998,3027.15991,3018.63989,3019.19995
2025-04-07 07:30:00,3019.15991,3026.62012,3019.15991,3022.83008
2025-04-07 07:35:00,3022.88989,3024.25,3019.38989,3019.38989
2025-04-07 07:40:00,3019.38989,3022.42993,3019.3501,3019.37988
2025-04-07 07:45:00,3019.38989,3025.8501,3018.12988,3023.62988
2025-04-07 07:50:00,3023.62012,3029.26001,3022.48999,3022.63989
2025-04-07 07:55:00,3022.59009,3022.80005,3015.93994,3018.67993
2025-04-07 08:00:00,3018.66992,3022.37988,3018.12012,3022.11011
2025-04-07 08:05:00,3022.11011,3026.63989,3020.84009,3025.0
2025-04-07 08:10:00,3025.01001,3028.34009,3024.67993,3027.87988
2025-04-07 08:15:00,3027.87012,3029.73999,3025.81006,3026.66992
2025-04-07 08:20:00,3026.67993,3028.5,3024.87988,3026.21997
